arabic_word,normalized_arabic,phonetic_word,simple_latin
وَإِيَّٰىَ,واياي,waiyyaya,wayay
فَٱتَّقُونِ,فاتقون,faittaqooni,fatqwn
وَلَا,ولا,Wala,wla
تَلْبِسُوا,تلبسوا,talbisoo,tlbswa
ٱلْحَقَّ,الحق,alhaqqa,alhq
بِٱلْبَٰطِلِ,بالباطل,bialbatili,balbatl
وَتَكْتُمُوا,وتكتموا,wataktumoo,wtktmwa
ٱلْحَقَّ,الحق,alhaqqa,alhq
وَأَنتُمْ,وانتم,waantum,wantm
تَعْلَمُونَ,تعلمون,taAAlamoona,talmwn
وَأَقِيمُوا,واقيموا,Waaqeemoo,waqymwa
ٱلصَّلَوٰةَ,الصلواه,alssalata,alslwah
وَءَاتُوا,وءاتوا,waatoo,waatwa
ٱلزَّكَوٰةَ,الزكواه,alzzakata,alzkwah
وَٱرْكَعُوا,واركعوا,wairkaAAoo,warkawa
مَعَ,مع,maAAa,ma
ٱلرَّٰكِعِينَ,الراكعين,alrrakiAAeena,alrakayn
أَتَأْمُرُونَ,اتامرون,Atamuroona,atamrwn
ٱلنَّاسَ,الناس,alnnasa,alnas
بِٱلْبِرِّ,بالبر,bialbirri,balbr
وَتَنسَوْنَ,وتنسون,watansawna,wtnswn
أَنفُسَكُمْ,انفسكم,anfusakum,anfskm
وَأَنتُمْ,وانتم,waantum,wantm
تَتْلُونَ,تتلون,tatloona,ttlwn
ٱلْكِتَٰبَ,الكتاب,alkitaba,alktab
أَفَلَا,افلا,afala,afla
تَعْقِلُونَ,تعقلون,taAAqiloona,taqlwn
وَٱسْتَعِينُوا,واستعينوا,WaistaAAeenoo,wastaynwa
بِٱلصَّبْرِ,بالصبر,bialssabri,balsbr
وَٱلصَّلَوٰةِ,والصلواه,waalssalati,walslwah
وَإِنَّهَا,وانها,wainnaha,wanha
لَكَبِيرَةٌ,لكبيره,lakabeeratun,lkbyrh
إِلَّا,الا,illa,ala
عَلَى,علي,AAala,aly
ٱلْخَٰشِعِينَ,الخاشعين,alkhashiAAeena,alkhashayn
ٱلَّذِينَ,الذين,Allatheena,aldhyn
يَظُنُّونَ,يظنون,yathunnoona,yznwn
أَنَّهُم,انهم,annahum,anhm
مُّلَٰقُوا,ملاقوا,mulaqoo,mlaqwa
رَبِّهِمْ,ربهم,rabbihim,rbhm
وَأَنَّهُمْ,وانهم,waannahum,wanhm
إِلَيْهِ,اليه,ilayhi,alyh
رَٰجِعُونَ,راجعون,rajiAAoona,rajawn
وَٱتَّقُوا,واتقوا,Waittaqoo,watqwa
يَوْمًا,يوما,yawman,ywma
لَّا,لا,la,la
تَجْزِى,تجزي,tajzee,tjzy
نَفْسٌ,نفس,nafsun,nfs
عَن,عن,AAan,an
نَّفْسٍ,نفس,nafsin,nfs
شَيْـًٔا,شيا,shayan,shya
وَلَا,ولا,wala,wla
يُقْبَلُ,يقبل,yuqbalu,yqbl
مِنْهَا,منها,minha,mnha
شَفَٰعَةٌ,شفاعه,shafaAAatun,shfaah
وَلَا,ولا,wala,wla
يُؤْخَذُ,يوخذ,yukhathu,ywkhdh
مِنْهَا,منها,minha,mnha
عَدْلٌ,عدل,AAadlun,adl
وَلَا,ولا,wala,wla
هُمْ,هم,hum,hm
يُنصَرُونَ,ينصرون,yunsaroona,ynsrwn
وَإِذْ,واذ,Waith,wadh
نَجَّيْنَٰكُم,نجيناكم,najjaynakum,njynakm
مِّنْ,من,min,mn
ءَالِ,ءال,ali,aal
فِرْعَوْنَ,فرعون,firAAawna,frawn
يَسُومُونَكُمْ,يسومونكم,yasoomoonakum,yswmwnkm
سُوٓءَ,سوء,sooa,swa
ٱلْعَذَابِ,العذاب,alAAathabi,aladhab
يُذَبِّحُونَ,يذبحون,yuthabbihoona,ydhbhwn
أَبْنَآءَكُمْ,ابناءكم,abnaakum,abnaakm
وَيَسْتَحْيُونَ,ويستحيون,wayastahyoona,wysthywn
نِسَآءَكُمْ,نساءكم,nisaakum,nsaakm
وَفِى,وفي,wafee,wfy
ذَٰلِكُم,ذالكم,thalikum,dhalkm
بَلَآءٌ,بلاء,balaon,blaa
مِّن,من,min,mn
رَّبِّكُمْ,ربكم,rabbikum,rbkm
عَظِيمٌ,عظيم,AAatheemun,azym
وَإِذْ,واذ,Waith,wadh
فَرَقْنَا,فرقنا,faraqna,frqna
بِكُمُ,بكم,bikumu,bkm
ٱلْبَحْرَ,البحر,albahra,albhr
فَأَنجَيْنَٰكُمْ,فانجيناكم,faanjaynakum,fanjynakm
وَأَغْرَقْنَآ,واغرقنا,waaghraqna,waghrqna
ءَالَ,ءال,ala,aal
فِرْعَوْنَ,فرعون,firAAawna,frawn
وَأَنتُمْ,وانتم,waantum,wantm
تَنظُرُونَ,تنظرون,tanthuroona,tnzrwn
وَإِذْ,واذ,Waith,wadh
وَٰعَدْنَا,واعدنا,waAAadna,waadna
مُوسَىٰٓ,موسيا,moosa,mwsya
أَرْبَعِينَ,اربعين,arbaAAeena,arbayn
لَيْلَةً,ليله,laylatan,lylh
ثُمَّ,ثم,thumma,thm
ٱتَّخَذْتُمُ,اتخذتم,ittakhathtumu,atkhdhtm
ٱلْعِجْلَ,العجل,alAAijla,alajl
مِن,من,min,mn
بَعْدِهِ,بعده,baAAdihi,badh
وَأَنتُمْ,وانتم,waantum,wantm
ظَٰلِمُونَ,ظالمون,thalimoona,zalmwn
ثُمَّ,ثم,Thumma,thm
عَفَوْنَا,عفونا,AAafawna,afwna
عَنكُم,عنكم,AAankum,ankm
مِّن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
ذَٰلِكَ,ذالك,thalika,dhalk
لَعَلَّكُمْ,لعلكم,laAAallakum,lalkm
تَشْكُرُونَ,تشكرون,tashkuroona,tshkrwn
وَإِذْ,واذ,Waith,wadh
ءَاتَيْنَا,ءاتينا,atayna,aatyna
مُوسَى,موسي,moosa,mwsy
ٱلْكِتَٰبَ,الكتاب,alkitaba,alktab
وَٱلْفُرْقَانَ,والفرقان,waalfurqana,walfrqan
لَعَلَّكُمْ,لعلكم,laAAallakum,lalkm
تَهْتَدُونَ,تهتدون,tahtadoona,thtdwn
ثُمَّ,ثم,Thumma,thm
بَعَثْنَٰكُم,بعثناكم,baAAathnakum,bathnakm
مِّن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
مَوْتِكُمْ,موتكم,mawtikum,mwtkm
لَعَلَّكُمْ,لعلكم,laAAallakum,lalkm
تَشْكُرُونَ,تشكرون,tashkuroona,tshkrwn
وَظَلَّلْنَا,وظللنا,Wathallalna,wzllna
عَلَيْكُمُ,عليكم,AAalaykumu,alykm
ٱلْغَمَامَ,الغمام,alghamama,alghmam
وَأَنزَلْنَا,وانزلنا,waanzalna,wanzlna
عَلَيْكُمُ,عليكم,AAalaykumu,alykm
ٱلْمَنَّ,المن,almanna,almn
وَٱلسَّلْوَىٰ,والسلويا,waalssalwa,walslwya
كُلُوا,كلوا,kuloo,klwa
مِن,من,min,mn
طَيِّبَٰتِ,طيبات,tayyibati,tybat
مَا,ما,ma,ma
رَزَقْنَٰكُمْ,رزقناكم,razaqnakum,rzqnakm
وَمَا,وما,wama,wma
ظَلَمُونَا,ظلمونا,thalamoona,zlmwna
وَلَٰكِن,ولاكن,walakin,wlakn
كَانُوٓا,كانوا,kanoo,kanwa
أَنفُسَهُمْ,انفسهم,anfusahum,anfshm
يَظْلِمُونَ,يظلمون,yathlimoona,yzlmwn
وَإِذْ,واذ,Waith,wadh
قُلْنَا,قلنا,qulna,qlna
ٱدْخُلُوا,ادخلوا,odkhuloo,adkhlwa
هَٰذِهِ,هاذه,hathihi,hadhh
ٱلْقَرْيَةَ,القريه,alqaryata,alqryh
فَكُلُوا,فكلوا,fakuloo,fklwa
مِنْهَا,منها,minha,mnha
حَيْثُ,حيث,haythu,hyth
شِئْتُمْ,شيتم,shitum,shytm
رَغَدًا,رغدا,raghadan,rghda
وَٱدْخُلُوا,وادخلوا,waodkhuloo,wadkhlwa
ٱلْبَابَ,الباب,albaba,albab
سُجَّدًا,سجدا,sujjadan,sjda
وَقُولُوا,وقولوا,waqooloo,wqwlwa
حِطَّةٌ,حطه,hittatun,hth
نَّغْفِرْ,نغفر,naghfir,nghfr
لَكُمْ,لكم,lakum,lkm
خَطَٰيَٰكُمْ,خطاياكم,khatayakum,khtayakm
وَسَنَزِيدُ,وسنزيد,wasanazeedu,wsnzyd
ٱلْمُحْسِنِينَ,المحسنين,almuhsineena,almhsnyn
فَبَدَّلَ,فبدل,Fabaddala,fbdl
ٱلَّذِينَ,الذين,allatheena,aldhyn
ظَلَمُوا,ظلموا,thalamoo,zlmwa
قَوْلًا,قولا,qawlan,qwla
غَيْرَ,غير,ghayra,ghyr
ٱلَّذِى,الذي,allathee,aldhy
قِيلَ,قيل,qeela,qyl
لَهُمْ,لهم,lahum,lhm
فَأَنزَلْنَا,فانزلنا,faanzalna,fanzlna
عَلَى,علي,AAala,aly
ٱلَّذِينَ,الذين,allatheena,aldhyn
ظَلَمُوا,ظلموا,thalamoo,zlmwa
رِجْزًا,رجزا,rijzan,rjza
مِّنَ,من,mina,mn
ٱلسَّمَآءِ,السماء,alssamai,alsmaa
بِمَا,بما,bima,bma
كَانُوا,كانوا,kanoo,kanwa
يَفْسُقُونَ,يفسقون,yafsuqoona,yfsqwn
وَإِذِ,واذ,Waithi,wadh
ٱسْتَسْقَىٰ,استسقيا,istasqa,astsqya
مُوسَىٰ,موسيا,moosa,mwsya
لِقَوْمِهِ,لقومه,liqawmihi,lqwmh
فَقُلْنَا,فقلنا,faqulna,fqlna
ٱضْرِب,اضرب,idrib,adrb
بِّعَصَاكَ,بعصاك,biAAasaka,basak
ٱلْحَجَرَ,الحجر,alhajara,alhjr
فَٱنفَجَرَتْ,فانفجرت,fainfajarat,fanfjrt
مِنْهُ,منه,minhu,mnh
ٱثْنَتَا,اثنتا,ithnata,athnta
عَشْرَةَ,عشره,AAashrata,ashrh
عَيْنًا,عينا,AAaynan,ayna
قَدْ,قد,qad,qd
عَلِمَ,علم,AAalima,alm
كُلُّ,كل,kullu,kl
أُنَاسٍ,اناس,onasin,anas
مَّشْرَبَهُمْ,مشربهم,mashrabahum,mshrbhm
كُلُوا,كلوا,kuloo,klwa
وَٱشْرَبُوا,واشربوا,waishraboo,washrbwa
مِن,من,min,mn
رِّزْقِ,رزق,rizqi,rzq
ٱللَّهِ,الله,Allahi,allh
وَلَا,ولا,wala,wla
تَعْثَوْا,تعثوا,taAAthaw,tathwa
فِى,في,fee,fy
ٱلْأَرْضِ,الارض,alardi,alard
مُفْسِدِينَ,مفسدين,mufsideena,mfsdyn
إِنَّ,ان,Inna,an
ٱلَّذِينَ,الذين,allatheena,aldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
وَٱلَّذِينَ,والذين,waallatheena,waldhyn
هَادُوا,هادوا,hadoo,hadwa
وَٱلنَّصَٰرَىٰ,والنصاريا,waalnnasara,walnsarya
وَٱلصَّٰبِـِٔينَ,والصابين,waalssabieena,walsabyn
مَنْ,من,man,mn
ءَامَنَ,ءامن,amana,aamn
بِٱللَّهِ,بالله,biAllahi,ballh
وَٱلْيَوْمِ,واليوم,waalyawmi,walywm
ٱلْءَاخِرِ,الءاخر,alakhiri,alaakhr
وَعَمِلَ,وعمل,waAAamila,waml
صَٰلِحًا,صالحا,salihan,salha
فَلَهُمْ,فلهم,falahum,flhm
أَجْرُهُمْ,اجرهم,ajruhum,ajrhm
عِندَ,عند,AAinda,and
رَبِّهِمْ,ربهم,rabbihim,rbhm
وَلَا,ولا,wala,wla
خَوْفٌ,خوف,khawfun,khwf
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
وَلَا,ولا,wala,wla
هُمْ,هم,hum,hm
يَحْزَنُونَ,يحزنون,yahzanoona,yhznwn
وَإِذْ,واذ,Waith,wadh
أَخَذْنَا,اخذنا,akhathna,akhdhna
مِيثَٰقَكُمْ,ميثاقكم,meethaqakum,mythaqkm
وَرَفَعْنَا,ورفعنا,warafaAAna,wrfana
فَوْقَكُمُ,فوقكم,fawqakumu,fwqkm
ٱلطُّورَ,الطور,alttoora,altwr
خُذُوا,خذوا,khuthoo,khdhwa
مَآ,ما,ma,ma
ءَاتَيْنَٰكُم,ءاتيناكم,ataynakum,aatynakm
بِقُوَّةٍ,بقوه,biquwwatin,bqwh
وَٱذْكُرُوا,واذكروا,waothkuroo,wadhkrwa
مَا,ما,ma,ma
فِيهِ,فيه,feehi,fyh
لَعَلَّكُمْ,لعلكم,laAAallakum,lalkm
تَتَّقُونَ,تتقون,tattaqoona,ttqwn
ثُمَّ,ثم,Thumma,thm
تَوَلَّيْتُم,توليتم,tawallaytum,twlytm
مِّن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
ذَٰلِكَ,ذالك,thalika,dhalk
فَلَوْلَا,فلولا,falawla,flwla
فَضْلُ,فضل,fadlu,fdl
ٱللَّهِ,الله,Allahi,allh
عَلَيْكُمْ,عليكم,AAalaykum,alykm
وَرَحْمَتُهُ,ورحمته,warahmatuhu,wrhmth
لَكُنتُم,لكنتم,lakuntum,lkntm
مِّنَ,من,mina,mn
ٱلْخَٰسِرِينَ,الخاسرين,alkhasireena,alkhasryn
وَلَقَدْ,ولقد,Walaqad,wlqd
عَلِمْتُمُ,علمتم,AAalimtumu,almtm
ٱلَّذِينَ,الذين,allatheena,aldhyn
ٱعْتَدَوْا,اعتدوا,iAAtadaw,aatdwa
مِنكُمْ,منكم,minkum,mnkm
فِى,في,fee,fy
ٱلسَّبْتِ,السبت,alssabti,alsbt
فَقُلْنَا,فقلنا,faqulna,fqlna
لَهُمْ,لهم,lahum,lhm
كُونُوا,كونوا,koonoo,kwnwa
قِرَدَةً,قرده,qiradatan,qrdh
خَٰسِـِٔينَ,خاسين,khasieena,khasyn
فَجَعَلْنَٰهَا,فجعلناها,FajaAAalnaha,fjalnaha
نَكَٰلًا,نكالا,nakalan,nkala
لِّمَا,لما,lima,lma
بَيْنَ,بين,bayna,byn
يَدَيْهَا,يديها,yadayha,ydyha
وَمَا,وما,wama,wma
خَلْفَهَا,خلفها,khalfaha,khlfha
وَمَوْعِظَةً,وموعظه,wamawAAithatan,wmwazh
لِّلْمُتَّقِينَ,للمتقين,lilmuttaqeena,llmtqyn
وَإِذْ,واذ,Waith,wadh
قَالَ,قال,qala,qal
مُوسَىٰ,موسيا,moosa,mwsya
لِقَوْمِهِٓ,لقومه,liqawmihi,lqwmh
إِنَّ,ان,inna,an
ٱللَّهَ,الله,Allaha,allh
يَأْمُرُكُمْ,يامركم,yamurukum,yamrkm
أَن,ان,an,an
تَذْبَحُوا,تذبحوا,tathbahoo,tdhbhwa
بَقَرَةً,بقره,baqaratan,bqrh
قَالُوٓا,قالوا,qaloo,qalwa
أَتَتَّخِذُنَا,اتتخذنا,atattakhithuna,attkhdhna
هُزُوًا,هزوا,huzuwan,hzwa
قَالَ,قال,qala,qal
أَعُوذُ,اعوذ,aAAoothu,aawdh
بِٱللَّهِ,بالله,biAllahi,ballh
أَنْ,ان,an,an
أَكُونَ,اكون,akoona,akwn
مِنَ,من,mina,mn
ٱلْجَٰهِلِينَ,الجاهلين,aljahileena,aljahlyn
قَالُوا,قالوا,Qaloo,qalwa
ٱدْعُ,ادع,odAAu,ada
لَنَا,لنا,lana,lna
رَبَّكَ,ربك,rabbaka,rbk
يُبَيِّن,يبين,yubayyin,ybyn
لَّنَا,لنا,lana,lna
مَا,ما,ma,ma
هِىَ,هي,hiya,hy
قَالَ,قال,qala,qal
إِنَّهُ,انه,innahu,anh
يَقُولُ,يقول,yaqoolu,yqwl
إِنَّهَا,انها,innaha,anha
بَقَرَةٌ,بقره,baqaratun,bqrh
لَّا,لا,la,la
فَارِضٌ,فارض,faridun,fard
وَلَا,ولا,wala,wla
بِكْرٌ,بكر,bikrun,bkr
عَوَانٌ,عوان,AAawanun,awan
بَيْنَ,بين,bayna,byn
ذَٰلِكَ,ذالك,thalika,dhalk
فَٱفْعَلُوا,فافعلوا,faifAAaloo,fafalwa
مَا,ما,ma,ma
تُؤْمَرُونَ,تومرون,tumaroona,twmrwn
قَالُوا,قالوا,Qaloo,qalwa
ٱدْعُ,ادع,odAAu,ada
لَنَا,لنا,lana,lna
رَبَّكَ,ربك,rabbaka,rbk
يُبَيِّن,يبين,yubayyin,ybyn
لَّنَا,لنا,lana,lna
مَا,ما,ma,ma
لَوْنُهَا,لونها,lawnuha,lwnha
قَالَ,قال,qala,qal
إِنَّهُ,انه,innahu,anh
يَقُولُ,يقول,yaqoolu,yqwl
إِنَّهَا,انها,innaha,anha
بَقَرَةٌ,بقره,baqaratun,bqrh
صَفْرَآءُ,صفراء,safrao,sfraa
فَاقِعٌ,فاقع,faqiAAun,faqa
لَّوْنُهَا,لونها,lawnuha,lwnha
تَسُرُّ,تسر,tasurru,tsr
ٱلنَّٰظِرِينَ,الناظرين,alnnathireena,alnazryn
قَالُوا,قالوا,Qaloo,qalwa
ٱدْعُ,ادع,odAAu,ada
لَنَا,لنا,lana,lna
رَبَّكَ,ربك,rabbaka,rbk
يُبَيِّن,يبين,yubayyin,ybyn
لَّنَا,لنا,lana,lna
مَا,ما,ma,ma
هِىَ,هي,hiya,hy
إِنَّ,ان,inna,an
ٱلْبَقَرَ,البقر,albaqara,albqr
تَشَٰبَهَ,تشابه,tashabaha,tshabh
عَلَيْنَا,علينا,AAalayna,alyna
وَإِنَّآ,وانا,wainna,wana
إِن,ان,in,an
شَآءَ,شاء,shaa,shaa
ٱللَّهُ,الله,Allahu,allh
لَمُهْتَدُونَ,لمهتدون,lamuhtadoona,lmhtdwn
قَالَ,قال,Qala,qal
إِنَّهُ,انه,innahu,anh
يَقُولُ,يقول,yaqoolu,yqwl
إِنَّهَا,انها,innaha,anha
بَقَرَةٌ,بقره,baqaratun,bqrh
لَّا,لا,la,la
ذَلُولٌ,ذلول,thaloolun,dhlwl
تُثِيرُ,تثير,tutheeru,tthyr
ٱلْأَرْضَ,الارض,alarda,alard
وَلَا,ولا,wala,wla
تَسْقِى,تسقي,tasqee,tsqy
ٱلْحَرْثَ,الحرث,alhartha,alhrth
مُسَلَّمَةٌ,مسلمه,musallamatun,mslmh
لَّا,لا,la,la
شِيَةَ,شيه,shiyata,shyh
فِيهَا,فيها,feeha,fyha
قَالُوا,قالوا,qaloo,qalwa
ٱلْـَٰٔنَ,الان,alana,alan
جِئْتَ,جيت,jita,jyt
بِٱلْحَقِّ,بالحق,bialhaqqi,balhq
فَذَبَحُوهَا,فذبحوها,fathabahooha,fdhbhwha
وَمَا,وما,wama,wma
كَادُوا,كادوا,kadoo,kadwa
يَفْعَلُونَ,يفعلون,yafAAaloona,yfalwn
وَإِذْ,واذ,Waith,wadh
قَتَلْتُمْ,قتلتم,qataltum,qtltm
نَفْسًا,نفسا,nafsan,nfsa
فَٱدَّٰرَْٰٔتُمْ,فاداراتم,faiddaratum,fadaratm
فِيهَا,فيها,feeha,fyha
وَٱللَّهُ,والله,waAllahu,wallh
مُخْرِجٌ,مخرج,mukhrijun,mkhrj
مَّا,ما,ma,ma
كُنتُمْ,كنتم,kuntum,kntm
تَكْتُمُونَ,تكتمون,taktumoona,tktmwn
فَقُلْنَا,فقلنا,Faqulna,fqlna
ٱضْرِبُوهُ,اضربوه,idriboohu,adrbwh
بِبَعْضِهَا,ببعضها,bibaAAdiha,bbadha
كَذَٰلِكَ,كذالك,kathalika,kdhalk
يُحْىِ,يحي,yuhyee,yhy
ٱللَّهُ,الله,Allahu,allh
ٱلْمَوْتَىٰ,الموتيا,almawta,almwtya
وَيُرِيكُمْ,ويريكم,wayureekum,wyrykm
ءَايَٰتِهِ,ءاياته,ayatihi,aayath
لَعَلَّكُمْ,لعلكم,laAAallakum,lalkm
تَعْقِلُونَ,تعقلون,taAAqiloona,taqlwn
ثُمَّ,ثم,Thumma,thm
قَسَتْ,قست,qasat,qst
قُلُوبُكُم,قلوبكم,quloobukum,qlwbkm
مِّن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
ذَٰلِكَ,ذالك,thalika,dhalk
فَهِىَ,فهي,fahiya,fhy
كَٱلْحِجَارَةِ,كالحجاره,kaalhijarati,kalhjarh
أَوْ,او,aw,aw
أَشَدُّ,اشد,ashaddu,ashd
قَسْوَةً,قسوه,qaswatan,qswh
وَإِنَّ,وان,wainna,wan
مِنَ,من,mina,mn
ٱلْحِجَارَةِ,الحجاره,alhijarati,alhjarh
لَمَا,لما,lama,lma
يَتَفَجَّرُ,يتفجر,yatafajjaru,ytfjr
مِنْهُ,منه,minhu,mnh
ٱلْأَنْهَٰرُ,الانهار,alanharu,alanhar
وَإِنَّ,وان,wainna,wan
مِنْهَا,منها,minha,mnha
لَمَا,لما,lama,lma
يَشَّقَّقُ,يشقق,yashshaqqaqu,yshqq
فَيَخْرُجُ,فيخرج,fayakhruju,fykhrj
مِنْهُ,منه,minhu,mnh
ٱلْمَآءُ,الماء,almao,almaa
وَإِنَّ,وان,wainna,wan
مِنْهَا,منها,minha,mnha
لَمَا,لما,lama,lma
يَهْبِطُ,يهبط,yahbitu,yhbt
مِنْ,من,min,mn
خَشْيَةِ,خشيه,khashyati,khshyh
ٱللَّهِ,الله,Allahi,allh
وَمَا,وما,wama,wma
ٱللَّهُ,الله,Allahu,allh
بِغَٰفِلٍ,بغافل,bighafilin,bghafl
عَمَّا,عما,AAamma,ama
تَعْمَلُونَ,تعملون,taAAmaloona,tamlwn
أَفَتَطْمَعُونَ,افتطمعون,AfatatmaAAoona,afttmawn
أَن,ان,an,an
يُؤْمِنُوا,يومنوا,yuminoo,ywmnwa
لَكُمْ,لكم,lakum,lkm
وَقَدْ,وقد,waqad,wqd
كَانَ,كان,kana,kan
فَرِيقٌ,فريق,fareequn,fryq
مِّنْهُمْ,منهم,minhum,mnhm
يَسْمَعُونَ,يسمعون,yasmaAAoona,ysmawn
كَلَٰمَ,كلام,kalama,klam
ٱللَّهِ,الله,Allahi,allh
ثُمَّ,ثم,thumma,thm
يُحَرِّفُونَهُ,يحرفونه,yuharrifoonahu,yhrfwnh
مِن,من,min,mn
بَعْدِ,بعد,baAAdi,bad
مَا,ما,ma,ma
عَقَلُوهُ,عقلوه,AAaqaloohu,aqlwh
وَهُمْ,وهم,wahum,whm
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
وَإِذَا,واذا,Waitha,wadha
لَقُوا,لقوا,laqoo,lqwa
ٱلَّذِينَ,الذين,allatheena,aldhyn
ءَامَنُوا,ءامنوا,amanoo,aamnwa
قَالُوٓا,قالوا,qaloo,qalwa
ءَامَنَّا,ءامنا,amanna,aamna
وَإِذَا,واذا,waitha,wadha
خَلَا,خلا,khala,khla
بَعْضُهُمْ,بعضهم,baAAduhum,badhm
إِلَىٰ,اليا,ila,alya
بَعْضٍ,بعض,baAAdin,bad
قَالُوٓا,قالوا,qaloo,qalwa
أَتُحَدِّثُونَهُم,اتحدثونهم,atuhaddithoonahum,athdthwnhm
بِمَا,بما,bima,bma
فَتَحَ,فتح,fataha,fth
ٱللَّهُ,الله,Allahu,allh
عَلَيْكُمْ,عليكم,AAalaykum,alykm
لِيُحَآجُّوكُم,ليحاجوكم,liyuhajjookum,lyhajwkm
بِهِ,به,bihi,bh
عِندَ,عند,AAinda,and
رَبِّكُمْ,ربكم,rabbikum,rbkm
أَفَلَا,افلا,afala,afla
تَعْقِلُونَ,تعقلون,taAAqiloona,taqlwn
وَمِنْهُمْ,ومنهم,Waminhum,wmnhm
أُمِّيُّونَ,اميون,ommiyyoona,amywn
لَا,لا,la,la
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
ٱلْكِتَٰبَ,الكتاب,alkitaba,alktab
إِلَّآ,الا,illa,ala
أَمَانِىَّ,اماني,amaniyya,amany
وَإِنْ,وان,wain,wan
هُمْ,هم,hum,hm
إِلَّا,الا,illa,ala
يَظُنُّونَ,يظنون,yathunnoona,yznwn
فَوَيْلٌ,فويل,Fawaylun,fwyl
لِّلَّذِينَ,للذين,lillatheena,lldhyn
يَكْتُبُونَ,يكتبون,yaktuboona,yktbwn
ٱلْكِتَٰبَ,الكتاب,alkitaba,alktab
بِأَيْدِيهِمْ,بايديهم,biaydeehim,baydyhm
ثُمَّ,ثم,thumma,thm
يَقُولُونَ,يقولون,yaqooloona,yqwlwn
هَٰذَا,هاذا,hatha,hadha
مِنْ,من,min,mn
عِندِ,عند,AAindi,and
ٱللَّهِ,الله,Allahi,allh
لِيَشْتَرُوا,ليشتروا,liyashtaroo,lyshtrwa
بِهِ,به,bihi,bh
ثَمَنًا,ثمنا,thamanan,thmna
قَلِيلًا,قليلا,qaleelan,qlyla
فَوَيْلٌ,فويل,fawaylun,fwyl
لَّهُم,لهم,lahum,lhm
مِّمَّا,مما,mimma,mma
كَتَبَتْ,كتبت,katabat,ktbt
أَيْدِيهِمْ,ايديهم,aydeehim,aydyhm
وَوَيْلٌ,وويل,wawaylun,wwyl
لَّهُم,لهم,lahum,lhm
مِّمَّا,مما,mimma,mma
يَكْسِبُونَ,يكسبون,yaksiboona,yksbwn
وَقَالُوا,وقالوا,Waqaloo,wqalwa
لَن,لن,lan,ln
تَمَسَّنَا,تمسنا,tamassana,tmsna
ٱلنَّارُ,النار,alnnaru,alnar
إِلَّآ,الا,illa,ala
أَيَّامًا,اياما,ayyaman,ayama
مَّعْدُودَةً,معدوده,maAAdoodatan,madwdh
قُلْ,قل,qul,ql
أَتَّخَذْتُمْ,اتخذتم,attakhathtum,atkhdhtm
عِندَ,عند,AAinda,and
ٱللَّهِ,الله,Allahi,allh
عَهْدًا,عهدا,AAahdan,ahda
